ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.09720489095414865,0.08955812782910383,0.01988431626121219,0.031336545630033796,0.3499677264792635,0.11759942167089454,0.03276274094267685,0.49844797962988635,0.06272614323958978,0.10018581722192509,0.01311568910749188,0.021254366851582444,0.07601393648472635,0.028998123564765915,0.05136713912906957,0.060418492374340646,7.450006815282054e-05,0.3471464931462793,0.04783143362287116,0.01661312139780342,0.01856400867775001,0.17475658610894293,0.018604752354437412,0.017645735690235434
4,0.10427325950228872,0.0942304783124916,0.031378172590099215,0.0548761840357414,0.33447659653487555,0.17471716091789688,0.0428665184066751,0.528537524996883,0.07096164795720444,0.04787753326366714,0.013204455366650302,0.0189311424573126,0.08003990333416425,0.019018834361053713,0.029876075395504905,0.05169985584911437,0.0005415813133979312,0.14682570517128732,0.03839764432143842,0.009321726186411009,0.012047619320690294,0.1908853365988454,0.026131786292712268,0.013099485302472734
5,0.17954054199885552,0.09811892660797371,0.021049624830344248,0.07960119955142797,0.2817498744775775,0.45985510136772423,0.045956487259458924,0.6503156778882444,0.06758167539116568,0.09257872210972258,0.08229188266532225,0.04720208917960402,0.19560332143800474,0.04550186018607415,0.0640969450962808,0.24841012439106927,0.00034266211954980726,0.28772637293858006,0.09746985182106707,0.011437659442243462,0.038279981476430185,0.43403894563959555,0.05727565484111161,0.032586312657468336
6,0.1537713890638897,0.10273153878436309,0.01629965707424085,0.05894560743609497,0.3116369899579786,0.12932909132658085,0.0759598346498459,0.580797248943817,0.06831612865571583,0.0677078026585201,0.025181076058391847,0.07897381887451338,0.14176072105023818,0.02731096331650867,0.04864817043083783,0.10789891100336114,0.002597893909610857,0.27026535507595845,0.12363850176133273,0.0060312553300965735,0.031831801399495624,0.3020415786322345,0.0723634449816385,0.022577069848636198
7,0.2102997283952234,0.1441374185406169,0.021058079523564827,0.05525179747868461,0.3285114769619342,0.24970653419212363,0.05760399780019003,0.3942531432173261,0.07743001159613082,0.1492171925607268,0.08026409298787612,0.023196933750562466,0.31597804512558975,0.02271493356464657,0.030345093471174537,0.09779150601352384,0.0011805669707359047,0.20095365228681453,0.313086165907078,0.016419277706204875,0.019441228492924803,0.2804849231680262,0.02603414464290987,0.02188674755099332
9,0.1148919517949274,0.07821638428133174,0.020803513598352,0.0399332335417352,0.3904172973254812,0.15001710187258468,0.07641664808452563,0.5199240575129147,0.05292909829238713,0.05789917113231484,0.010542231089377328,0.03984270769924592,0.09395558275756301,0.0348230779154189,0.015848879617521797,0.05250659470228434,0.00013114815048831456,0.15796736106652293,0.04292621130609519,0.007794158938896315,0.030589842368961378,0.22157299851408319,0.016779680181046846,0.010047866849388132
11,0.23087093580342963,0.1984161311319911,0.06093557468556158,0.09954485644441888,0.3938767621749544,0.13241982176015105,0.32037889736930136,0.43666484523326204,0.12698842327572343,0.12015783088040498,0.02270415902892128,0.07974567819848122,0.07279460150315288,0.20653440686077826,0.05664225781742602,0.06018854111993221,0.004441359009180068,0.24506671890923332,0.11899104103406889,0.011970631927821612,0.053173750378081405,0.18197947234449122,0.03855007367674593,0.03387387293140961
13,0.18229275217779542,0.09317056329124081,0.019940720341770826,0.031057537048686402,0.49284016226652094,0.3317535166035275,0.019893817109177606,0.49925463304901396,0.07018910500378,0.06407243429596085,0.02317739846229565,0.027867242982802003,0.08161214104791621,0.04346904373710183,0.018041496733659367,0.056941431850885786,0.0004958356205370853,0.24006913460170254,0.06896484518781923,0.009396913040701312,0.015032292981092083,0.28519831429399706,0.01945327969940397,0.02247928810044283
16,0.09103547375504635,0.07232715981808832,0.01161830443590922,0.02882668426817308,0.38505907321341337,0.10366707708374463,0.036283110543064885,0.5336645285623354,0.04930839638536827,0.051217833547195175,0.026793409024584134,0.02351817877248232,0.09992289318493561,0.023404780307336937,0.017107862949812265,0.09730166077481664,4.415267639249369e-05,0.28240055859007784,0.043869982495096445,0.002556709513665891,0.008704676547749712,0.1927030938360976,0.0538217372753687,0.009439932845888349
21,0.09833231385278231,0.11634040632309994,0.03050709917931158,0.044155080658514284,0.41827766699180613,0.10885712976772281,0.04189645790212787,0.5075422068296622,0.0695075082334999,0.06314934966209833,0.011191506894735163,0.015582224281857987,0.06273904134152057,0.02425784425811954,0.01661369213602748,0.04602679081361044,0.00012500547466595539,0.25742769547189365,0.04480408340249271,0.003661697929486192,0.01627757416408361,0.15024597486114127,0.013506534904597741,0.02410428139210201
22,0.16991602907473854,0.22244315592948072,0.0640075405454559,0.05150497415964965,0.41456755316417887,0.10766703050440304,0.03622342780994504,0.4768723727644137,0.12380507460409998,0.2618382677627076,0.01100104246641431,0.05093572128922221,0.3007428927389276,0.04598789028192041,0.0636163865854519,0.07656290943898623,3.805899143672693e-06,0.31373016121289465,0.11544554190580951,0.016947643426222812,0.031576319083177304,0.19194438622382043,0.06412217831950033,0.03509564933301733
24,0.24540543405247872,0.07567844666736682,0.021229497363186595,0.037613235028387294,0.3771873403290657,0.39806233169926286,0.02463109134840703,0.5176275357613496,0.0582635893745729,0.06953443534471086,0.03710048241226071,0.024171366182123878,0.12186514677712779,0.02140874373655457,0.045291497073650426,0.22869397550984288,0.000199076620422857,0.31008344583655933,0.06425459513008072,0.0075640736252331215,0.017441226994761857,0.44604502447998573,0.024417042595019953,0.018018312962169537
25,0.12362609627998637,0.10621010461105208,0.018463445912733505,0.07463734496881144,0.4495654669289563,0.1668553195574904,0.04704403500255934,0.5268292832725899,0.08264317559387095,0.05516989078313615,0.017264465342338185,0.027142127919088856,0.09944746024340645,0.0234009422146232,0.0233311946028305,0.0652971087795857,9.123658164937338e-06,0.19607548085596402,0.05747891199853549,0.004056269462807607,0.05493258198016515,0.25859098538714503,0.04341643594788607,0.19389984549609843
32,0.1032692268202759,0.07098832591811871,0.023263350395918918,0.0342358957339562,0.4610983922328723,0.11148959640125229,0.02068616452514926,0.4873979208189471,0.06114850876145723,0.0559813402736675,0.010955280638535278,0.02571435207165152,0.064862980179193,0.028398815008322035,0.02487809156899693,0.06509081887953122,3.3902465362256815e-05,0.2672470440955262,0.040131994071879604,0.0072919742902741915,0.02627003331997838,0.17333322576940108,0.035789057248506076,0.01086643785298374
38,0.09567336562585395,0.11225433289014025,0.03890579256333892,0.03893977637192927,0.3880220151163029,0.12316948212256867,0.029888983580322694,0.5991654901876864,0.09027688618505243,0.05187460774898347,0.020833725288257384,0.0249875828191013,0.1000658474777111,0.021398734237173825,0.04748169019338804,0.07009428301916432,1.216926181970621e-05,0.277544232379033,0.07365572940455602,0.007719168955242505,0.0376617464588544,0.19481416102992716,0.029656208918137625,0.0163483180831127
40,0.1800899841264311,0.09407478673376769,0.014466505710699904,0.03529810927706726,0.3958863015493631,0.3225198970410565,0.02725880994256757,0.4887417259741298,0.0576214973063936,0.04505715331315305,0.025828757733828415,0.02629266234173473,0.06599141116560438,0.016525907500375386,0.017258161369848323,0.05654384663834885,4.544728410569442e-05,0.16015733606779733,0.0434485162144149,0.007857234143342781,0.008244951894635331,0.24852794231866954,0.06320265356268043,0.01659021748390683
54,0.11850538766256755,0.12983428091851665,0.04052409188531418,0.02661497337460302,0.4547041471447825,0.10649232485213887,0.04447830050758542,0.4196184397722178,0.10569155218710442,0.09370367799382312,0.013564897414188216,0.01375861519495486,0.21043974528190304,0.06532617733248577,0.03195945559057123,0.058830758787700686,6.765056448408798e-05,0.22656777768635922,0.11608373681990103,0.007825607181073405,0.017887865681673182,0.19389703979075668,0.015328847501121796,0.009418606249452231
55,0.10463620876415254,0.1333242718753823,0.04624236321151092,0.024371780231715805,0.37836653522765534,0.11068637107830179,0.02996004489270298,0.5401951054559531,0.11226599363505323,0.15461860602224514,0.019087864847173917,0.01986238805204815,0.28453175103870715,0.03257636697777153,0.028127195963620767,0.10027397314799806,0.00018843611573672117,0.23006744408318164,0.07410332787457431,0.009829352948399216,0.018824359806078668,0.22480806982685259,0.025696341028570404,0.011304252332382062
60,0.13409134441296017,0.17516700891630577,0.05756902771696096,0.03928394402216286,0.4485510256008195,0.13173695239993533,0.04674008133919169,0.45158600327839615,0.1964461589736728,0.1997636972088322,0.013505085527028417,0.02777570099750885,0.19654816647584675,0.020730621279886417,0.036573017963376815,0.08038680275682819,0.00023162546969907966,0.20832529289200769,0.09320167393559949,0.015033273225828547,0.02564638346059863,0.21863147434814234,0.022967766483265203,0.04027812563433277
64,0.08398162481482849,0.08624853468147718,0.02810522467877755,0.06275233423291714,0.5153358056371765,0.10913946122811055,0.03763783189241191,0.6059418372316601,0.06463474473530635,0.07750918696592989,0.030582175663565175,0.04421268581594517,0.13262968584203796,0.04106211721582613,0.04340518053467767,0.11495942169723285,0.003030829819658261,0.4134096609817203,0.054970912178905616,0.01395352787337984,0.031124625853707497,0.22068135564046562,0.04269421904286365,0.03398177930434151
72,0.0951564418705516,0.08137055637115,0.014105045341388992,0.06081971909870013,0.36698274993929175,0.10778549816415066,0.2104841968804348,0.5003584509577066,0.05436796803141618,0.060457545481966204,0.015281321558538985,0.023418473861090805,0.0825728384696898,0.04207933725759012,0.03229949143627168,0.05315296081773154,0.0002666106324431431,0.22110639155428208,0.0476707334687561,0.003822609645446977,0.09672765826060818,0.17826860168720587,0.018484613348901117,0.01015559778156362
74,0.12133497675747172,0.10197422736797185,0.01323706838347419,0.030997095666440006,0.46045375516084575,0.16440890590536392,0.018783185023651644,0.5942464422434822,0.06102373724918246,0.07282461512941973,0.024684992323311034,0.01805145932358893,0.13724991026930275,0.06140237267677631,0.056635238407682,0.12324857951245677,0.00041441812947990266,0.3759015444387398,0.06008336575057495,0.005115795590790264,0.04018883063173217,0.248579384227224,0.02394715209863775,0.01774219794438279
77,0.21353358527813948,0.106807221912384,0.014441184987691404,0.028119268020236277,0.3576683188900452,0.2879465684948291,0.033043326018154094,0.5031868001987393,0.058813819268252264,0.05455207408633113,0.023779179279359044,0.023669200019958817,0.14144622328060613,0.02597624232678673,0.017418942008547076,0.12930720580953378,4.7445667100822815e-05,0.17311746748964674,0.05363175908201333,0.007687400618813854,0.018102636856219326,0.3380471858119397,0.027789714482279758,0.012508945560356673
78,0.1544741183576295,0.0922164183558547,0.046764131493164315,0.04973324939241069,0.44109596598228396,0.25736936058543397,0.03431573636857956,0.6401883260239865,0.11182365716908169,0.12056200876126096,0.04269130643722976,0.027707264511755248,0.1336454552471786,0.04655749657930319,0.04583001165639681,0.11040984133995708,0.0011059728493184237,0.3066409919214515,0.07646309494689615,0.013333167368725536,0.04435283326527056,0.2492380204228317,0.024679612045309076,0.01612299488307617
89,0.2580993626881277,0.269829922666102,0.07954600738755338,0.05675277206090363,0.33592482505431337,0.16591097394861548,0.043784008545518074,0.557626584178674,0.14161174071131594,0.17284359243272227,0.010382440940148884,0.08446197604003773,0.07760385899371632,0.03394074875904807,0.07398046311024846,0.0738758627314266,0.0007806669503817029,0.5170668975672954,0.1041713623743248,0.027779863589130933,0.049341074715722896,0.24239512532515298,0.06466968050983252,0.06920777618353738
94,0.08924065607246962,0.10341816587373591,0.025180272621449746,0.03755087176596073,0.4223737507919283,0.0926876828981072,0.022328244398371135,0.6133780879030337,0.07268855506120599,0.07176499126055089,0.020667039592475046,0.03909607074076983,0.11458594738149062,0.024609576849850733,0.03101961668357521,0.12954664901382457,6.000249211628597e-06,0.4485622118230203,0.08783151819004163,0.02768346225781166,0.01675574051756615,0.1945679900179494,0.04467895903723706,0.023777295709661965
97,0.17597195192334353,0.14064292855369226,0.029372109364395785,0.05831606606264314,0.30337275790490037,0.18862453172487814,0.02651207949979449,0.46311275617064934,0.10339764309744233,0.25630782188281515,0.02534590455305548,0.023472371164787093,0.36731270491797874,0.03036446844683347,0.03164524116719644,0.13680488886430742,0.0005846347322647628,0.22375822186181332,0.07948709669488209,0.012239969082733802,0.019445445876842608,0.30787909466907576,0.025565380439904646,0.022361347195264406
98,0.13058962674901428,0.09700582870658112,0.02159311653693078,0.0351443101680971,0.4877471858870632,0.18256418089208346,0.03556648327788944,0.5401974172769702,0.07173939370022635,0.0944363064476155,0.028139303584427577,0.017697312144200505,0.06660353076259944,0.025515391159801854,0.019593315930149,0.05959400761386422,3.798841991205179e-05,0.21843263149712494,0.05005942644049458,0.013756682736586983,0.03935741919922053,0.19104055258316832,0.01904650509988834,0.026456185958239984
105,0.22757337731888855,0.14321177054525303,0.038995277969877604,0.03031328021308835,0.4278910667916766,0.31542497688367505,0.04258686203120699,0.5261514862140543,0.09246624339885555,0.09392974664178451,0.08628601224083937,0.02795857468289408,0.10306212383497164,0.04367560727410351,0.04805298518593862,0.10206675154327255,0.000522300453000013,0.1874375756033894,0.06445876815880529,0.012901446757038703,0.05839124432282355,0.3194938689788252,0.04590530301391336,0.0386031954968296
115,0.1149807252660813,0.0823827279210455,0.013792366222128124,0.030304641911476988,0.38555621441708626,0.10337742559002973,0.03199279700025946,0.4934071016534593,0.0522962509081721,0.09843180925590246,0.022236792005338755,0.015214327424029204,0.2204505193645174,0.02272773041870646,0.01818140513484275,0.08284546221692526,2.943441463250119e-05,0.19310438519721523,0.05525583345480526,0.0032114357657862355,0.010087937139266406,0.21908614161796952,0.01920140705948791,0.016200052254602634
116,0.1720745140341919,0.1943726463457633,0.049793512496616704,0.04468844541989304,0.4017177607751055,0.13309978020593316,0.07924980876872623,0.544323254932668,0.09394729176581235,0.07807154096928351,0.020570562640898384,0.04056606865302818,0.13044691401546585,0.04207245515319711,0.04958693753170085,0.1193077512160308,0.0008215513181795638,0.25454178021405616,0.08372507230871479,0.008317584369671822,0.01719427875016717,0.23777297202678516,0.04230532224412637,0.04969285028585466
