ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.04075691,0.037445545,0.0064551816,0.010585311,0.43647847,0.040878046,0.0028145981,0.4966852,0.009121099,0.086107716,0.0043027573,0.0069432394,0.04024028,0.009232868,0.015216313,0.02406327,0.0002343098,0.61465025,0.011467727,0.0034121529,0.0043293824,0.26044038,0.0029881145,0.009201572
4,0.13783628,0.0137438,0.012623392,0.24557085,0.23940949,0.30166656,0.085366055,0.65784925,0.015138873,0.008650641,0.0033695465,0.015768457,0.06493045,0.024848538,0.0110863345,0.032118414,0.009782518,0.039395683,0.019422563,0.011301717,0.008030931,0.24284492,0.007729534,0.011839997
5,0.009665619,0.003906367,0.00087016966,0.03212339,0.033270337,0.8586032,0.002208396,0.86158335,0.002493545,0.006582746,0.040730093,0.0021601317,0.031038275,0.006970077,0.0020318204,0.27523088,0.0012187336,0.09989856,0.022087036,0.000456252,0.008613438,0.20703799,0.0021429393,0.002252801
6,0.047531348,0.018040981,0.0025862234,0.023881765,0.07503702,0.04651325,0.0013430325,0.9031912,0.0067947027,0.0037904293,0.014091436,0.019793475,0.06424961,0.0029211894,0.006537809,0.10144533,0.00019093511,0.008984062,0.07296029,0.0005353612,0.009765387,0.47952786,0.012991812,0.0052171033
7,0.10049699,0.054562356,0.014959574,0.023554994,0.26410514,0.027284399,0.0014538399,0.25040188,0.043166935,0.20228505,0.00589115,0.0046579987,0.93382573,0.005587895,0.0046049384,0.04837707,0.00033012062,0.040628448,0.6890924,0.0007936444,0.0019260169,0.14987037,0.0012434047,0.0026493121
9,0.049034797,0.09418584,0.013118592,0.23897482,0.19730885,0.09275527,0.004949409,0.79748666,0.031142853,0.059334762,0.009331252,0.058569647,0.07524388,0.013729078,0.0075365873,0.054103382,0.0001643416,0.13711166,0.048223343,0.02368795,0.02970992,0.09676817,0.013865865,0.016003003
11,0.12875016,0.042361986,0.03570096,0.07458192,0.060448043,0.05027686,0.90075064,0.19137631,0.097840354,0.036549464,0.0017314184,0.17736736,0.0072831763,0.2860267,0.033454068,0.006670824,0.0005855916,0.14883538,0.015030785,0.002585804,0.025544,0.01945381,0.002871161,0.012198108
13,0.21451469,0.014484801,0.007379593,0.0057185274,0.66883075,0.728958,0.0015052676,0.5151372,0.022243252,0.04068523,0.008116809,0.0050206305,0.011558858,0.004459243,0.002365998,0.04692978,0.0005416129,0.03137905,0.010365085,0.0067278757,0.003617742,0.29723516,0.0026296484,0.0027319812
16,0.017763875,0.023215499,0.009820797,0.012288806,0.52887756,0.049608815,0.029385699,0.6178414,0.015812164,0.024563553,0.004269945,0.012302999,0.086836904,0.016478388,0.023025509,0.09033774,0.00016612287,0.58908916,0.015044254,0.0057450775,0.007757328,0.06908859,0.010009015,0.005040371
21,0.029916644,0.08205051,0.009707532,0.016466584,0.87570584,0.11501877,0.00744178,0.37706593,0.04272792,0.020236246,0.005727498,0.0043132417,0.02272535,0.017051518,0.01675778,0.016432317,0.00019555868,0.25228935,0.012331238,0.0036916675,0.0077621,0.023247143,0.006256915,0.0054692044
22,0.038471535,0.23061095,0.022242397,0.00162311,0.5120515,0.006613462,0.0028287126,0.29405,0.0626507,0.550272,0.0046169795,0.010147731,0.5522428,0.004296884,0.013936812,0.029390479,0.0002243862,0.4458653,0.029544689,0.0046916096,0.0013363761,0.07626661,0.016057601,0.0019658324
24,0.15875626,0.0049985265,0.0029559992,0.015386609,0.30016097,0.7344936,0.00041822498,0.450625,0.011429971,0.008375759,0.065549046,0.004135429,0.07910067,0.003201088,0.009456279,0.3143673,0.0002181399,0.41223913,0.019189784,0.00071523443,0.0015175707,0.7642178,0.0023695787,0.005314811
25,0.10140593,0.15684201,0.0072680297,0.027268091,0.6173733,0.14884916,0.002272403,0.68768585,0.0456812,0.025538571,0.0046956795,0.011223888,0.019068806,0.008201769,0.006731825,0.030701606,0.00032479112,0.11386941,0.022350747,0.0034716506,0.004387058,0.17987113,0.0062568644,0.7625982
32,0.013656341,0.033797454,0.011488519,0.0057384185,0.67382944,0.055817597,0.0002849732,0.69751483,0.07416111,0.044421643,0.0073266476,0.0150869135,0.008527229,0.008292124,0.052809,0.047815617,0.00016612287,0.7006013,0.00635523,0.014863538,0.008691198,0.08867763,0.008560989,0.0055768755
38,0.014205622,0.011167415,0.006578899,0.003476076,0.51261,0.07802366,0.0081416,0.8549291,0.103158355,0.01349427,0.0012344145,0.015629418,0.035709728,0.007798522,0.007797573,0.015743677,0.0002375424,0.7344538,0.0053219097,0.002828004,0.0029635106,0.063334174,0.00758987,0.007504999
40,0.22643155,0.036655925,0.0035693983,0.04628305,0.48102817,0.7568166,0.009891813,0.6352852,0.024626376,0.0147637585,0.012161827,0.020730952,0.028343076,0.014100038,0.027264636,0.019745043,0.00016660908,0.12584898,0.014715804,0.006029323,0.014714954,0.27903694,0.05269452,0.011327444
