ID,Price
0,21119.148227363206
1,37398.58446165498
2,23447.15662289977
3,8344.806203897862
4,31035.763824265643
5,15463.436224648338
6,20936.719993725896
7,27897.853859673938
8,44370.986908660154
9,14819.809908379371
10,18622.32264517352
11,16212.4135626445
12,36390.48688467691
13,19459.514870337967
14,39667.566292562995
15,5936.531603468851
16,25273.966120009787
17,31757.080639418153
18,16024.611982718476
19,23424.380715771942
20,10303.50558783128
21,21970.65653216071
22,15761.323928470514
23,16665.179261691566
24,30862.958692876404
25,16588.226175050473
26,24522.91810050492
27,31103.342612625518
28,22938.991623128164
29,25082.836773065126
30,18288.073688454853
31,37272.9441696232
32,13388.986410743926
33,22626.872946151223
34,19594.566303016138
35,19134.310660467505
36,24408.579492576628
37,40516.93569801354
38,45894.36739005279
39,39501.78523404452
40,15265.487942437629
41,14012.150917952413
42,25619.89070185006
43,38245.52456187926
44,48657.4807033095
45,14705.20011426357
46,22606.17954594249
47,20865.054363792337
48,17683.355174532087
49,15861.286356850387
50,13813.254729592767
51,18349.05736331695
52,17350.694515203388
53,12463.881282838584
54,26454.047831865613
55,16798.71568260128
56,7814.087854708487
57,15452.205296116468
58,18280.19153969675
59,19387.304464435303
60,6630.478539306692
61,16750.383662239565
62,21465.76606917324
63,18887.187600944035
64,6336.408473331435
65,17333.94191724947
66,17126.76861773545
67,9698.85815559733
68,17306.74359472119
69,14058.546281580166
70,17075.368262164022
71,31532.543744765597
72,28096.12277829713
73,52185.4744317253
74,14001.609667869818
75,7515.9796966522
76,7667.923797001891
77,10908.99079743718
78,9530.084630476393
79,13955.191154306616
80,32269.97952594211
81,13331.038869806944
82,20519.59340478999
83,14873.390352281805
84,13490.470906472665
85,13443.275195319815
86,33672.913306616145
87,12301.43453624303
88,8540.123337048388
89,32204.759237489023
90,32689.62128532284
91,28494.97024504366
92,11211.697349401717
93,29792.737144605733
94,19851.638057434513
95,20770.80845037242
96,12555.639543722724
97,8964.081789618365
98,27910.976860386174
99,24403.11497068363
100,22120.52914576589
101,6477.539108757769
102,32702.068703456196
103,19823.396335760994
104,21027.654221614743
105,32674.203568658137
106,23260.944437705275
107,32694.156010362243
108,50542.14809817204
109,20346.950145356474
110,13608.61915979466
111,6706.3218197206725
112,19748.765436930917
113,8732.91384470846
114,14657.38899021774
115,9461.011441321081
116,16741.72113096679
117,9339.480763522039
118,6374.760800851931
119,16868.23352176688
120,8181.512499453599
121,33320.581642956946
122,11811.26727763391
123,15769.65188261395
124,8289.03473218114
125,16251.650354644276
126,27818.58715202752
127,13887.004534492133
128,28228.35023711227
129,15166.903021862856
130,20021.353116601927
131,24075.19776037866
132,30051.90042893686
133,12417.236926585552
134,13584.035526912652
135,35164.196469076305
136,14802.394745077676
137,30812.76100350957
138,11704.02752467239
139,32386.566293963846
140,16531.31627382194
141,56529.01348806694
142,32953.50589243785
143,46422.905056362295
144,11082.929080718042
145,30742.918247933674
146,26854.402959853116
147,13145.360778418903
148,31163.145421016146
149,24345.661538720295
150,20732.862648818216
151,20558.692839256473
152,16623.06403542007
153,9862.496634324727
154,16830.799592338713
155,31862.645108987646
156,31243.855784360796
157,43634.11678311022
158,9372.586477505889
159,20641.108641931718
160,14193.118459191222
161,15464.854951449966
162,15549.568699240508
163,7869.503343069778
164,17033.063167075063
165,18612.003853958315
166,14108.11249786216
167,19407.430183193228
168,27259.70155312023
169,15767.159156436634
170,31755.555429751857
171,20091.258310940884
172,11852.609140652237
173,30716.56050327363
174,7717.175820938057
175,20046.51248361255
176,22872.50807186576
177,20422.174716536178
178,12223.545637502015
179,34669.13202732358
180,7446.258838864513
181,15764.702075804395
182,12847.303507547027
183,16001.822680499943
184,16972.540587217274
185,17020.849884497675
186,16140.375532999244
187,21857.896102806062
188,11025.408708781908
189,18172.26049970943
190,34117.84854144213
191,11593.448773399425
192,11207.814135864108
193,14576.538750038822
194,35218.26100095738
195,10722.789046824204
196,17464.6568696824
197,13521.254033007748
198,11945.71973819082
199,19816.595833509844
200,10676.282523510323
201,19471.15554695613
202,16858.912598717663
203,24315.9070250997
204,26560.936545816356
205,15420.203557793802
206,22591.848155575204
207,14953.006582415552
208,14335.077362850352
209,13897.003128417504
210,13501.254907423383
211,19529.078076195532
212,39180.538720875025
213,40573.14659689513
214,14089.531432069396
215,18114.95867680714
216,10175.95690188022
217,24042.05590231744
218,15560.665650734207
219,42918.175121531065
220,24967.637774992952
221,19891.26507092895
222,13430.912966745876
223,18696.37143976773
224,8588.044623984795
225,12470.29305220859
226,23134.021134402185
227,11663.08115383128
228,47059.270720102184
229,29041.89418696179
230,7089.711557696143
231,14079.388745335751
232,16845.16007510004
233,17760.131265647604
234,19723.5571658713
235,24143.179427775864
236,16474.9873890057
237,22613.339151871613
238,31167.574625837715
239,23904.417254329688
240,19964.935208464936
241,26048.128799258066
242,37357.77612474511
243,12173.02399041936
244,15794.71207506406
245,12586.777098511406
246,19022.47041914816
247,26988.48312684325
248,13012.98503104924
249,29394.71117987265
250,20287.466482201886
251,10714.224766292793
252,8190.703769659619
253,15851.230286828637
254,16168.029393801524
255,15059.829345104576
256,17037.21542318018
257,13338.147749815857
258,63812.2340589087
259,22957.982114572224
260,21724.670268101003
261,45484.2664720246
262,46275.495227165055
263,8428.404882781671
264,18180.71068339721
265,12152.590380482974
266,19193.0532941815
267,15975.62362143104
268,27271.81607624942
269,13204.50788709555
270,33187.49654894977
271,26390.059789117062
272,15752.474591115251
273,24394.84253476112
274,22596.215434017457
275,20086.38196828438
276,20386.66231068433
277,16381.352796379964
278,21190.45077286405
279,43030.16107805991
280,14713.595129182662
281,37862.42445633058
282,17194.501191193587
283,54238.21288037171
284,10244.675681670085
285,17977.867226630402
286,22257.558555078653
287,34107.88912947391
288,43566.854695990456
289,15925.083763560679
290,34427.9183033435
291,12442.767719288247
292,24042.435578691224
293,38148.00428947909
294,23716.466525810596
295,26254.06298291949
296,26231.225601899056
297,13789.291761441369
298,27683.514913724703
299,13430.44953536913
300,15335.998666743895
301,19889.022993907533
302,8477.217408875886
303,13329.233154337655
304,15877.458490124865
305,27540.868141461022
306,17713.01657048158
307,34719.93679323434
308,40545.2191621114
309,6695.3103795697125
310,26226.18589286477
311,15081.663203966245
312,22952.72297379386
313,16077.816378443256
314,17697.435656702823
315,20019.11123227594
316,13577.694248981048
317,14814.50840719128
318,14661.178321938953
319,26848.649328875053
320,8626.852294609016
321,26430.132172420563
322,20706.042002810525
323,17283.73771635981
324,17087.842752348803
325,7686.978304708381
326,27065.651762513688
327,12361.350264242212
328,46157.32284301143
329,12910.589706417739
330,27602.952061599502
331,14627.938838409902
332,14646.725588821273
333,13430.269581460425
334,11501.661762732096
335,28596.330865732845
336,15992.01632212058
337,10099.155409872243
338,5935.517956090848
339,9557.776478805596
340,20807.325116269276
341,16205.49111015602
342,18490.18574012272
343,30901.703559063873
344,13735.381703490615
345,15781.84224557493
346,28437.645883965462
347,23691.757270675214
348,29442.361278976634
349,13880.371091851077
350,31951.99784744934
351,9788.529715577655
352,11130.565352728636
353,20621.15483576457
354,10619.67250609471
355,16801.0981503542
356,12629.74942204125
357,29365.40733006735
358,39187.528207575044
359,31964.520546699525
360,35366.99502518925
361,9692.06054748576
362,17573.471866295637
363,15369.5398102948
364,6901.2707022193645
365,15876.407341274104
366,11465.121114839998
367,14640.498521839234
368,17343.601150499573
369,27897.356801315047
370,19960.63888297708
371,20324.27745432111
372,9656.939544706625
373,31189.070155856916
374,13196.75344890672
375,34966.70945952812
376,16545.567815013797
377,7721.202119748781
378,13997.493508548248
379,24847.78287198373
380,12718.476976532258
381,27849.767705681486
382,12003.396663633159
383,20815.110520961392
384,11451.083430884033
385,10427.648976531571
386,16847.337641771115
387,36623.92569779219
388,7702.068939966574
389,14324.725063784383
390,34998.89033497117
391,14372.060445477842
392,16672.829841135816
393,12654.153721402849
394,32179.5708512399
395,20225.597889196808
396,19640.572709915275
397,13774.737505921124
398,20848.73879532752
399,38658.92433006744
400,30211.541874966802
401,23890.45665875742
402,9633.517748836537
403,9851.024918744157
404,9518.140255225406
405,7113.804227498683
406,8239.937620701072
407,8547.221082099983
408,14044.682944532935
409,9687.029041365658
410,12770.646606564544
411,13509.518238984345
412,20212.658136843358
413,17217.676612096606
414,13589.67381107012
415,11902.297421052766
416,22715.38281592786
417,16747.85843050529
418,18371.92549830339
419,13403.425268597954
420,29435.526693494932
421,26140.061171199617
422,7216.245308986351
423,16248.343127968677
424,16044.502179892565
425,23996.85465295274
426,11991.09453173996
427,31344.485647899262
428,16595.13783371222
429,38874.69709337361
430,29957.58652239574
431,7964.688813905109
432,26921.28731903716
433,39282.93704048983
434,13932.94655981615
435,16280.484390293599
436,18236.758768898915
437,14964.902738386954
438,15510.680351825735
439,33272.43381682443
440,23488.806717349755
441,17618.571112234455
442,18506.999526411397
443,19660.028682846056
444,28280.006025815488
445,18086.881113934356
446,18196.53944173572
447,19360.72799680149
448,15920.972640480177
449,11307.742633422136
450,11052.694277604096
451,25315.10653686902
452,12760.422428006312
453,18770.41578672558
454,26647.168596572836
455,11933.521812406963
456,13954.685231783596
457,21203.515197523095
458,17847.37423419363
459,24377.548347667256
460,30820.639857453887
461,35676.39335748167
462,15617.184776923476
463,10990.017135683183
464,34760.153710224724
465,25643.33832493993
466,10647.77857013794
467,13740.660925553124
468,24060.923554961515
469,10538.328486409451
470,15466.641533712129
471,21221.31451716266
472,24151.766580600142
473,40648.41693352715
474,31355.111355878194
475,8839.529363370477
476,29260.957724180265
477,29212.864983964286
478,15115.924734548697
479,10114.422022016244
480,34290.39957357883
481,11514.006152798023
482,9604.701774323508
483,15995.573315892645
484,27404.41815736523
485,24656.374827292897
486,13172.9186564198
487,20819.23622938604
488,12802.735642779873
489,22861.727877133442
490,8453.355314569655
491,16949.00673221634
492,29768.64556480068
493,12654.003192008995
494,16178.915098410922
495,20460.482079952635
496,10751.08965066938
497,18769.778112484597
498,11783.18587026136
499,22318.4234784569
500,19832.097799121675
501,30505.55131743778
502,23380.905871982894
503,33902.69753444734
504,13047.387584445923
505,9937.765021477886
506,33260.226682921806
507,28544.39799617716
508,7392.698367462166
509,39222.355504732135
510,16864.147016054183
511,46041.563429978945
512,13734.130161739857
513,25784.225210056433
514,25035.199807455778
515,17495.527772702128
516,13765.188630315562
517,15028.186388361886
518,15677.378348735161
519,15103.098846567978
520,10123.408766202592
521,16921.576080719133
522,36426.681146520335
523,14014.078036721336
524,16048.263003242197
525,19529.24733511983
526,28185.212590921587
527,23341.62734253738
528,9647.03327709737
529,35402.08099487646
530,25955.58301977132
531,24582.001693543483
532,10534.60810392251
533,20073.59724187804
534,10652.89991763673
535,35363.87597324525
536,9883.55071026247
537,26599.773831520626
538,18183.171648503412
539,14645.503345665604
540,30555.02716234236
541,9603.929227937891
542,27818.50980184884
543,26673.589290887645
544,25971.698773181284
545,30023.044613032907
546,24879.87688279324
547,12412.549908025749
548,11913.283968736452
549,20230.97982531655
550,10026.902877340346
551,16496.396582287143
552,20074.99483267138
553,42926.504695771604
554,21154.956383204757
555,17290.882922718232
556,48622.359977941414
557,19973.190602811545
558,26025.56337661364
559,37672.38404939532
560,12980.522400119507
561,10735.61399402296
562,15924.119833951698
563,30392.278918825406
564,37844.970119279074
565,10489.048103821095
566,34527.6694533069
567,16691.64987972861
568,29113.258955001325
569,39404.73775456289
570,11495.578684559141
571,21918.179568319712
572,32402.71151375955
573,14599.64470536131
574,29638.720436765787
575,21712.52856705266
576,16264.390359335166
577,14697.119677661089
578,18946.723921662535
579,6046.919684094406
580,32435.623440989744
581,31761.51828615749
582,18750.91736800644
583,14494.744782251719
584,50746.1059141045
585,8881.600608662024
586,14359.97137768899
587,7140.693684618505
588,7385.378241772595
589,19434.318216569205
590,15170.951070795598
591,21036.43013951177
592,6506.89290803832
593,22847.061853497213
594,52856.07228305407
595,25083.261230211414
596,28917.735229749367
597,7441.05011292785
598,33624.15507390276
599,15011.511991027402
600,19788.041274887943
601,15830.799852651502
602,8232.165417917839
603,35964.753739014326
604,42990.22712048141
605,30673.697766512356
606,17869.817861721353
607,19845.02522214873
608,16580.986858764696
609,18882.74231888114
610,15831.171731181641
611,17182.179006134433
612,48624.59446451357
613,17080.285070059428
614,28695.90914918736
615,10885.045771475305
616,7032.792342471195
617,24468.571886485224
618,5677.644956552186
619,24784.670223352747
620,15165.032395641974
621,9442.150990071847
622,31805.071411042543
623,30788.862063561555
624,9608.294918520745
625,16255.610516436644
626,67723.81329295563
627,13214.104025359484
628,20580.13686320885
629,17025.262067314354
630,16236.806130150648
631,9773.672433930435
632,12019.276859612466
633,19996.79631240003
634,16047.691916037276
635,16521.321041335257
636,28889.013650054665
637,15225.50825825343
638,12624.286680409014
639,17123.997520053395
640,16313.821723395753
641,6724.0126777462165
642,12767.296116357722
643,12492.33642625165
644,25658.2248786092
645,10077.198931209123
646,33190.251383221745
647,26071.21483413562
648,29257.01782770078
649,9823.613582240834
650,11892.703906440094
651,20119.10884951569
652,48041.18034185326
653,32552.535686846008
654,8475.042345492097
655,12867.025736284777
656,15288.830027798473
657,16494.627691467056
658,29295.17581774098
659,30822.88830800229
660,26397.17718266729
661,14691.695578810244
662,33369.46679779192
663,26995.7348938556
664,11283.632514075442
665,10509.037258022347
666,13605.834351044206
667,47166.94949075167
668,19803.44451588971
669,30801.853074818257
670,9724.096982403606
671,19567.14504518081
672,21897.55444419271
673,25193.587430166546
674,12490.064700870478
675,12094.205733555535
676,13917.277149238236
677,18738.354901652612
678,12271.288326742337
679,14392.512396181497
680,32446.922972025975
681,26141.938480623096
682,27872.891015116194
683,30351.055784060765
684,15282.372887847732
685,18294.110975788575
686,29557.63146247758
687,19666.82484033156
