ID,Price
0,20694.913266027535
1,37727.21113064453
2,23167.236723730788
3,8304.828195634507
4,30841.86408684891
5,15479.446423188205
6,20961.950215852827
7,27743.257019178236
8,43908.53069727616
9,14501.08118543532
10,18706.587624441272
11,16330.777445572836
12,36543.77560494146
13,19675.188235092937
14,39960.18133228301
15,5948.369203226188
16,25460.407009348928
17,31594.5380048145
18,16023.049912812301
19,24187.27847729747
20,10403.292781580374
21,22005.20117504723
22,15429.047019962716
23,16607.526640298678
24,31003.394150161104
25,16389.41554291806
26,24573.936351248776
27,31159.189476206353
28,22688.138136139
29,25207.833512462268
30,18246.983072678886
31,37575.227636813725
32,13211.505027938463
33,22316.107446780312
34,19597.867962961816
35,18731.49388712724
36,24385.067873712564
37,41364.52908891751
38,46148.49428861984
39,38963.29526302268
40,15465.141495952757
41,14017.85546876597
42,25406.002166369704
43,38458.841183096934
44,49169.66212597536
45,14671.880659450904
46,22757.31304213465
47,20867.12866326586
48,17859.901277485555
49,16551.698990522844
50,13575.887670523534
51,18534.143786697146
52,17613.41601912549
53,12750.382503398498
54,26406.867782277503
55,17024.302846044928
56,7898.830774209485
57,15356.181263796727
58,18614.31057984756
59,19394.099567149417
60,6218.518453132459
61,16708.608282965033
62,21235.493282493662
63,18883.858317282327
64,6383.087332005035
65,17179.58879889425
66,17302.122978032345
67,9311.345319013682
68,17292.84505562948
69,14027.079033814734
70,16817.669084951467
71,31843.264223173042
72,28064.719462952795
73,50723.384311481816
74,14208.793466352756
75,6996.127684002771
76,7823.916413356714
77,11268.050514676252
78,9791.289872638125
79,13685.61421713894
80,33121.73630830475
81,13521.013294023986
82,20251.6601547974
83,14719.618068208889
84,13844.886336552569
85,13396.983828085406
86,33534.9302677027
87,12659.393703678976
88,8509.247185184715
89,31354.524966281268
90,32947.34622952128
91,28538.685646171136
92,11276.68470943804
93,29154.627927621506
94,19743.607920046714
95,20403.080587316676
96,12658.672184921554
97,9055.29371246861
98,27697.415065206846
99,23688.298893862848
100,23090.617533603192
101,6621.258093781472
102,32241.48145193405
103,19707.86182406531
104,20958.000498241934
105,32472.958591776725
106,23361.790806930723
107,32508.68035907804
108,50835.4565138975
109,20354.56205974344
110,13527.684435649502
111,6664.625988518268
112,19827.60881035694
113,9174.905403986335
114,14568.502020269412
115,9562.5172725657
116,16458.70228985623
117,9224.049269955205
118,6359.998420937653
119,16456.347263805856
120,8084.775551439769
121,34090.568823871115
122,12147.22798562698
123,16389.370177150966
124,8456.12941694543
125,16314.738108840858
126,27955.929985390154
127,13981.590239786534
128,28260.614784643054
129,15839.907948375412
130,20089.580690260424
131,24428.20452617079
132,30560.08527838135
133,12027.264286010692
134,13489.812308028868
135,34900.46376825491
136,14840.807484567056
137,30894.472212275323
138,11519.557836455551
139,32511.817987608534
